timestamp,dateofrequest,inquirytype,howcontacted,researchtype,servicetimeminutes,datecompleted
2019-08-29 16:15:11,2019-08-29,Public,Email,Undergraduate academic research,15,2019-08-29
2019-08-30 10:15:11,2019-08-30,Public,Telephone,Book or academic article,15,2019-08-30
2019-08-30 10:47:32,2019-08-30,Public,Telephone,Building or landscape research,10,2019-08-30
2019-08-30 10:51:04,2019-08-30,Public,Email,Film (documentary or feature),15,2019-08-30
2019-08-30 11:08:50,2019-08-30,Public,Email,Book or academic article,30,2019-08-30
2019-08-30 11:40:04,2019-08-30,Public,Email,Graduate academic research,5,2019-08-30
2019-08-30 12:44:07,2019-08-30,Public,Email,Genealogy,10,2019-08-30
2019-08-30 12:50:08,2019-08-30,Public,Telephone,Genealogy,15,2019-08-30
2019-08-30 12:54:30,2019-08-30,Public,Telephone,Building or landscape research,10,2019-08-30
2019-09-03 9:35:42,2019-09-03,Public,Telephone,Building or landscape research,10,2019-09-03
2019-09-03 9:58:28,2019-09-03,Public,Telephone,General historical research,5,2019-09-03
2019-09-03 10:03:37,2019-08-30,Public,Email,Book or academic article,25,2019-09-03
2019-09-03 11:32:50,2019-09-03,Public,Telephone,Building or landscape research,10,2019-09-03
2019-09-03 12:39:03,2019-09-03,Public,Telephone,Vital records,5,2019-09-03
2019-09-03 12:47:25,2019-09-03,Public,In Person,Building or landscape research,180,2019-09-03
2019-09-03 12:47:59,2019-09-03,Public,Telephone,Vital records,5,2019-09-03
2019-09-04 9:45:48,2019-09-04,Public,Email,Transcript request/Education verification,10,2019-09-04
2019-09-04 10:06:21,2019-09-04,Public,Social Media,Genealogy,15,2019-09-04
2019-09-04 10:07:02,2019-09-04,Public,Telephone,Building or landscape research,5,2019-09-04
2019-09-04 10:23:02,2019-09-03,Public,Email,Book or academic article,20,2019-09-04
2019-09-04 11:14:36,2019-09-04,Public,In Person,Genealogy,75,2019-09-04
2019-09-04 13:16:31,2019-09-04,Public,Telephone,General historical research,10,2019-09-04
2019-09-04 14:36:21,2019-09-04,Public,Telephone,Film (documentary or feature),25,2019-09-04
2019-09-05 8:43:02,2019-09-05,Public,Email,Transcript request/Education verification,10,2019-09-05
2019-09-05 10:07:56,2019-09-04,Public,Email,Building or landscape research,15,2019-09-05
2019-09-05 10:14:02,2019-08-27,Public,Email,Building or landscape research,20,2019-09-05
2019-09-05 10:47:44,2019-09-05,Public,Telephone,Building or landscape research,5,2019-09-05
2019-09-05 10:52:33,2019-09-05,Public,Telephone,Other,20,2019-09-05
2019-09-05 11:07:42,2019-09-05,City Government Department,Email,General historical research,25,2019-09-05
2019-09-05 12:05:47,2019-09-05,City Government Department,Telephone,Legal research,30,2019-09-05
2019-09-05 12:21:57,2019-09-05,City Government Department,Telephone,Legal research,15,2019-09-05
2019-09-05 12:53:36,2019-09-05,Public,Telephone,General historical research,40,2019-09-05
2019-09-05 14:00:34,2019-09-05,City Government Department,Email,Legal research,15,2019-09-05
2019-09-05 14:58:53,2019-09-05,Public,Telephone,Building or landscape research,10,2019-09-05
2019-09-09 11:01:03,2019-09-09,Public,Email,Undergraduate academic research,5,2019-09-09
2019-09-09 11:22:51,2019-09-09,Public,Email,Graduate academic research,5,2019-09-09
2019-09-09 11:30:27,2019-09-09,Public,Email,General historical research,,2019-09-09
2019-09-09 11:33:20,2019-09-06,Public,Email,Building or landscape research,15,2019-09-09
2019-09-09 11:38:07,2019-09-09,Public,Email,Undergraduate academic research,5,2019-09-09
2019-09-09 11:56:30,2019-09-05,Public,Email,General historical research,30,2019-09-09
2019-09-09 12:15:00,2019-09-09,City Government Department,Email,Vital records,10,2019-09-09
2019-09-09 13:15:00,2019-09-09,Public,Telephone,Building or landscape research,5,2019-09-09
2019-09-09 15:05:57,2019-09-09,Public,Email,Building or landscape research,15,2019-09-09
2019-09-09 15:20:40,2019-09-09,Public,Email,Building or landscape research,15,2019-09-09
2019-09-09 15:42:31,2019-09-09,Public,In Person,Building or landscape research,240,2019-09-09
2019-09-09 15:44:37,2019-09-09,Public,In Person,Building or landscape research,240,2019-09-09
2019-09-09 15:49:39,2019-09-09,Public,Email,Genealogy,5,2019-09-09
2019-09-10 9:12:44,2019-09-10,Public,Email,Genealogy,5,2019-09-10
2019-09-10 9:13:39,2019-09-09,Public,Telephone,Building or landscape research,10,2019-09-10
2019-09-10 9:22:41,2019-09-10,Federal Government Department,Email,General historical research,15,2019-09-10
2019-09-10 9:28:55,2019-09-10,Public,Email,Transcript request/Education verification,15,2019-09-10
2019-09-10 9:46:17,2019-09-06,Public,Email,Graduate academic research,15,2019-09-10
2019-09-10 10:17:16,2019-09-09,Public,Email,Genealogy,20,2019-09-10
2019-09-10 10:50:57,2019-09-09,Public,Email,Building or landscape research,10,2019-09-10
2019-09-10 10:56:00,2019-09-10,Public,Telephone,Film (documentary or feature),10,2019-09-10
2019-09-10 10:57:31,2019-09-10,Public,Telephone,Building or landscape research,10,2019-09-10
2019-09-10 11:06:53,2019-09-10,Public,Telephone,Building or landscape research,5,2019-09-10
2019-09-10 11:51:20,2019-09-10,Public,Email,Building or landscape research,5,2019-09-10
2019-09-10 12:19:29,2019-09-10,Public,Email,Film (documentary or feature),20,2019-09-10
2019-09-10 12:27:24,2019-09-10,Public,In Person,General historical research,60,2019-09-10
2019-09-10 14:11:21,2019-09-10,Public,In Person,Building or landscape research,95,2019-09-10
2019-09-10 14:12:53,2019-09-10,Public,In Person,Building or landscape research,95,2019-09-10
2019-09-10 14:52:28,2019-09-10,Public,Email,Building or landscape research,10,2019-09-10
2019-09-10 15:15:01,2019-09-10,Public,Email,Book or academic article,15,2019-09-10
2019-09-10 15:52:57,2019-09-10,City Government Department,Email,Vital records,10,2019-09-10
2019-09-10 15:53:42,2019-09-09,City Government Department,Email,Building or landscape research,30,2019-09-10
2019-09-10 15:54:58,2019-09-09,City Government Department,Email,Building or landscape research,10,2019-09-10
2019-09-10 16:01:28,2019-09-06,City Government Department,Email,Building or landscape research,10,2019-09-06
2019-09-10 16:08:23,2019-08-28,City Government Department,Email,Building or landscape research,60,2019-09-05
2019-09-11 10:20:42,2019-09-10,City Government Department,Email,Building or landscape research,45,2019-09-11
2019-09-11 11:17:27,2019-09-04,Public,Email,General historical research,15,2019-09-11
2019-09-11 11:46:31,2019-09-11,Public,Telephone,Building or landscape research,10,2019-09-11
2019-09-11 11:58:21,2019-09-11,Public,Email,Book or academic article,15,2019-09-11
2019-09-11 13:31:23,2019-09-11,Public,Email,Building or landscape research,5,2019-09-11
2019-09-11 13:39:41,2019-09-11,Public,In Person,Graduate academic research,180,2019-09-11
2019-09-11 16:23:34,2019-09-11,Federal Government Department,In Person,General historical research,390,2019-09-11
2019-09-11 16:24:31,2019-09-11,Federal Government Department,In Person,General historical research,390,2019-09-11
2019-09-12 10:03:07,2019-09-12,City Government Department,Telephone,General historical research,10,2019-09-12
2019-09-12 10:20:51,2019-09-12,Public,Telephone,Building or landscape research,5,2019-09-12
2019-09-12 10:44:14,2019-09-12,Public,Email,Transcript request/Education verification,10,2019-09-12
2019-09-12 10:47:42,2019-09-12,Public,Email,Transcript request/Education verification,5,2019-09-12
2019-09-12 10:55:48,2019-09-01,Public,Telephone,Building or landscape research,30,2019-09-12
2019-09-12 11:01:06,2019-09-11,Public,Email,Building or landscape research,15,2019-09-12
2019-09-12 11:02:01,2019-09-12,Public,Telephone,General historical research,20,2019-09-12
2019-09-12 11:07:05,2019-09-10,Public,Email,Building or landscape research,20,2019-09-12
2019-09-12 11:29:42,2019-09-12,Public,Telephone,Building or landscape research,5,2019-09-12
2019-09-12 11:44:01,2019-09-12,Public,Email,Building or landscape research,15,2019-09-12
2019-09-12 11:45:38,2019-09-11,Public,Email,Building or landscape research,20,2019-09-12
2019-09-12 11:53:44,2019-09-12,Public,Telephone,Building or landscape research,5,2019-09-12
2019-09-12 11:58:50,2019-09-10,Public,Email,Genealogy,5,2019-09-12
2019-09-12 12:23:56,2019-09-12,Public,Email,Legal research,30,2019-09-12
2019-09-12 12:48:42,2019-09-12,Public,Email,Environmental research,40,2019-09-12
2019-09-12 14:31:53,2019-09-12,Public,In Person,Building or landscape research,45,2019-09-12
2019-09-12 15:03:57,2019-09-12,Public,Telephone,Transcript request/Education verification,3,2019-09-12
2019-09-12 16:58:28,2019-09-12,City Government Department,Email,General historical research,45,2019-09-12
2019-09-13 8:59:17,2019-09-12,Public,Telephone,Legal research,15,2019-09-12
2019-09-13 9:01:54,2019-09-12,Public,Email,Transcript request/Education verification,10,2019-09-13
2019-09-13 9:16:18,2019-09-12,Public,Email,Building or landscape research,5,2019-09-13
2019-09-13 9:37:35,2019-09-12,City Government Department,Email,Building or landscape research,10,2019-09-12
2019-09-13 9:40:46,2019-09-12,Public,Email,General historical research,15,2019-09-12
2019-09-13 11:31:56,2019-09-13,Public,In Person,Building or landscape research,30,2019-09-13
2019-09-13 11:32:58,2019-09-13,Public,In Person,Building or landscape research,20,2019-09-13
2019-09-13 11:34:00,2019-09-13,Public,In Person,Building or landscape research,25,2019-09-13
2019-09-13 12:25:30,2019-09-13,Public,In Person,Book or academic article,180,2019-09-13
2019-09-13 12:54:35,2019-09-12,Public,Email,General historical research,10,2019-09-13
2019-09-13 12:56:46,2019-09-13,Public,Email,Undergraduate academic research,10,2019-09-13
2019-09-13 13:13:52,2019-09-12,Public,Email,Building or landscape research,20,2019-09-13
2019-09-13 14:58:48,2019-09-13,Public,Telephone,Vital records,5,2019-09-13
2019-09-13 15:57:16,2019-09-13,Public,Email,Environmental research,20,2019-09-13
2019-09-13 16:28:18,2019-09-13,Public,Email,Building or landscape research,10,2019-09-13
2019-09-16 9:55:50,2019-09-16,Public,Email,Building or landscape research,5,2019-09-16
2019-09-16 10:41:33,2019-09-16,State Government Department,Telephone,Building or landscape research,10,2019-09-16
2019-09-16 12:10:46,2019-09-16,Public,Email,General historical research,10,2019-09-16
2019-09-16 12:12:23,2019-09-13,Public,Email,Building or landscape research,60,2019-09-13
2019-09-16 12:13:33,2019-09-13,Public,Telephone,Transcript request/Education verification,5,2019-09-13
2019-09-16 12:21:03,2019-09-16,State Government Department,Email,Building or landscape research,20,2019-09-16
2019-09-16 12:21:29,2019-09-15,Public,Email,Transcript request/Education verification,15,2019-09-16
2019-09-16 13:07:38,2019-09-16,Public,Telephone,Building or landscape research,5,2019-09-16
2019-09-16 13:33:31,2019-09-16,Public,Email,Building or landscape research,5,2019-09-16
2019-09-16 13:37:22,2019-09-16,Public,Email,Transcript request/Education verification,5,2019-09-16
2019-09-16 13:38:58,2019-09-16,Public,Email,General historical research,5,2019-09-16
2019-09-16 15:02:14,2019-09-16,Public,In Person,Secondary school academic research,240,2019-09-16
2019-09-17 10:21:08,2019-09-16,City Government Department,Email,Building or landscape research,15,2019-09-17
2019-09-17 10:23:52,2019-09-12,Public,Email,Building or landscape research,20,2019-09-17
2019-09-17 10:30:51,2019-09-17,Public,Email,Building or landscape research,15,2019-09-17
2019-09-17 10:51:22,2019-09-13,Public,Email,Building or landscape research,20,2019-09-17
2019-09-17 10:52:37,2019-09-17,Public,Telephone,Building or landscape research,10,2019-09-17
2019-09-17 11:04:58,2019-09-17,Public,Email,General historical research,10,2019-09-17
2019-09-17 11:11:15,2019-09-16,Public,Telephone,Building or landscape research,20,2019-09-17
2019-09-17 11:24:16,2019-09-17,Public,Email,Building or landscape research,5,2019-09-17
2019-09-17 13:07:53,2019-09-17,City Government Department,Email,Building or landscape research,10,2019-09-17
2019-09-17 13:57:51,2019-09-17,State Government Department,Email,Legal research,10,2019-09-17
2019-09-17 14:19:16,2019-09-17,Public,Email,General historical research,5,2019-09-17
2019-09-17 15:03:39,2019-09-17,Public,In Person,Building or landscape research,30,2019-09-17
2019-09-17 16:18:54,2019-09-17,Public,Email,General historical research,10,2019-09-17
2019-09-18 9:41:18,2019-09-18,City Government Department,Email,Building or landscape research,20,2019-09-18
2019-09-18 10:33:09,2019-09-17,Public,Email,Building or landscape research,20,2019-09-18
2019-09-18 12:12:34,2019-09-18,State Government Department,Telephone,Legal research,15,2019-09-18
2019-09-18 12:33:26,2019-09-18,Public,Telephone,General historical research,5,2019-09-18
2019-09-18 14:06:53,2019-09-17,Public,Email,Genealogy,5,2019-09-18
2019-09-18 14:55:15,2019-09-18,Federal Government Department,In Person,General historical research,300,2019-09-18
2019-09-18 14:57:36,2019-09-18,Federal Government Department,In Person,General historical research,300,2019-09-18
2019-09-18 15:01:23,2019-09-18,Federal Government Department,In Person,General historical research,300,2019-09-18
2019-09-18 15:21:10,2019-09-18,Federal Government Department,In Person,General historical research,300,2019-09-18
2019-09-18 15:22:13,2019-09-18,Federal Government Department,In Person,General historical research,300,2019-09-18
2019-09-18 15:24:55,2019-09-18,Federal Government Department,In Person,General historical research,300,2019-09-18
2019-09-18 15:34:26,2019-09-18,Public,Email,Transcript request/Education verification,15,2019-09-18
2019-09-18 15:35:47,2019-09-18,Public,Email,Transcript request/Education verification,15,2019-09-18
2019-09-18 16:26:59,2019-09-18,Public,Email,Building or landscape research,30,2019-09-18
2019-09-19 9:43:01,2019-09-19,Public,Email,Building or landscape research,15,2019-09-19
2019-09-19 9:43:48,2019-09-19,Public,Telephone,Vital records,5,2019-09-19
2019-09-19 10:49:15,2019-09-19,Public,In Person,Building or landscape research,60,2019-09-19
2019-09-19 10:50:29,2019-09-18,City Government Department,Email,General historical research,5,2019-09-19
2019-09-19 10:51:27,2019-09-19,Public,Email,General historical research,10,2019-09-19
2019-09-19 11:36:48,2019-09-19,Public,Telephone,Building or landscape research,5,2019-09-19
2019-09-19 13:26:18,2019-09-19,Public,Telephone,General historical research,60,2019-09-19
2019-09-19 16:16:53,2019-09-19,Public,Email,General historical research,5,2019-09-19
2019-09-19 16:56:17,2019-09-17,City Government Department,Email,General historical research,60,2019-09-19
2019-09-20 9:13:07,2019-09-20,City Government Department,Email,Building or landscape research,15,2019-09-20
2019-09-20 9:36:38,2019-09-20,Public,Email,General historical research,10,2019-09-20
2019-09-20 9:53:43,2019-09-20,Public,Email,Vital records,5,2019-09-20
2019-09-20 12:03:00,2019-09-20,City Government Department,Email,Building or landscape research,120,2019-09-20
2019-09-20 12:21:24,2019-09-20,Public,In Person,General historical research,150,2019-09-20
2019-09-20 12:42:32,2019-09-20,City Government Department,Email,Building or landscape research,15,2019-09-20
2019-09-20 13:41:56,2019-09-20,City Government Department,In Person,General historical research,180,2019-09-20
2019-09-20 14:28:34,2019-09-20,Public,Email,General historical research,5,2019-09-20
2019-09-20 15:00:36,2019-09-20,Public,Email,Graduate academic research,60,2019-09-20
2019-09-20 16:26:53,2019-09-20,City Government Department,Email,Building or landscape research,45,2019-09-20
2019-09-23 10:18:02,2019-09-19,Public,Email,Building or landscape research,20,2019-09-23
2019-09-23 10:23:23,2019-09-19,Public,Email,Building or landscape research,80,2019-09-23
2019-09-23 10:34:54,2019-09-23,Public,Email,Transcript request/Education verification,10,2019-09-23
2019-09-23 11:18:50,2019-09-20,Public,Email,Transcript request/Education verification,5,2019-09-20
2019-09-23 11:20:28,2019-09-23,Public,Email,Building or landscape research,5,2019-09-23
